13696,0.179768116591873,7.483106918391735e-05,1614
13698,0.176225314421876,5.6348950464802745e-05,1166
13703,0.171394220557268,3.4763082676081e-05,2974
13704,0.174614949799886,1.8009128092404766e-05,2772
13705,0.175581168573025,3.782735663291741e-05,2384
13709,0.184277137538768,4.7282811984345686e-05,2929
13712,0.188786158489386,9.142001151541258e-05,1455
13714,0.179446043667235,8.072700731757916e-05,1157
13716,0.182666772914453,5.686252979856758e-05,1450
13720,1.20267195874528,7.984788460720546e-05,12972
13728,0.183632991688986,4.6472524007303076e-05,2987
13731,0.183632991688986,8.448131255972592e-05,1666
13740,0.185565429238562,2.7632135440077708e-05,2844
13742,0.179123970742616,0.00010037836767385964,1046
13746,0.182666772914453,4.90110969905877e-05,1334
13748,0.183310918764123,4.222635348846473e-05,2906
13749,0.180734335365898,7.680338150111384e-05,1799
13751,0.184599210463688,9.505532242866975e-05,1213
13756,0.184277137538768,0.00010181114260960149,1142
13757,0.186209575088573,6.25561522962782e-05,1941
13761,0.183632991688986,7.006498710228772e-06,1425
13763,0.170105928860724,3.596534798283076e-05,2991
13765,0.17815775196887,9.0135685679662e-05,1440
13771,0.175581168573025,9.265111442533752e-05,1314
13773,0.16946178301256,6.480603018006051e-05,1481
13775,0.179446043667235,5.6534076740033874e-05,1880
13780,0.17815775196887,4.137406567613326e-05,2997
13781,1.31539755561972,9.942534456029795e-05,12465
13785,1.30798987313504,0.00010450037770973071,11798
13789,1.26708658393437,9.863767749464461e-05,12127
13699,0.172038366405647,5.059888833379767e-06,1464
13700,0.179446043667235,5.2792613313255385e-05,2544
13702,0.170105928860724,4.123034677764043e-05,2570
13706,0.190074450190256,3.2491593762628005e-05,2379
13708,1.10186307840452,9.462922957260197e-05,10813
13710,0.169783855936633,4.3052048694158644e-05,2955
13711,0.170105928860724,3.9465662238604675e-05,2334
13715,0.184599210463688,0.00010942913869646763,1192
13724,0.178801897818015,9.32793659326902e-05,1243
13725,0.185243356313585,2.3588439443639784e-05,2840
13732,0.179446043667235,0.00010363732640749267,1010
13733,1.07545308573983,8.551049992487241e-05,11661
13737,0.187819939713937,2.863153208764876e-05,2531
13738,0.183310918764123,8.600640134132072e-05,1071
13741,1.0158695679365,8.327285256454451e-05,11166
13743,0.177513606119798,4.356852375156911e-05,2506
13744,0.178479824893433,1.5341950726296545e-05,2981
13745,0.176225314421876,6.654553693357853e-05,1723
13755,0.18202262706486,6.063559544879691e-05,1875
13758,1.06868955113234,8.623038234065807e-05,11601
13764,0.18202262706486,4.649248232067423e-05,2577
13766,0.163986543306013,5.01542126716103e-05,2254
13767,0.17815775196887,7.724013452679992e-05,1572
13769,0.181700554140091,7.530209064897497e-05,1698
13770,0.179768116591873,3.4072662670255205e-05,2987
