13696,80544.5,0.008835408649787371,80544.0,0.008834337377144494
13698,80491.5,0.01158464825178822,80492.0,0.011578748684799809
13703,80564.5,0.010732542107051938,80565.0,0.010711541923790155
13704,80595.5,0.00850597437781626,80596.0,0.008501770482065976
13705,80622.5,0.0074992883413478595,80623.0,0.007493290561707557
13709,80667.5,0.006334778725773424,80667.0,0.00632251029122795
13712,80601.5,0.011350690109892174,80601.0,0.011342786995829414
13714,80590.0,0.011150583813033486,80589.5,0.011129194233031965
13716,80644.0,0.009904610864532953,80643.5,0.009898580413843302
13720,80632.5,0.010981192783573183,80632.0,0.010977269490713076
13728,80501.0,0.015335214422594405,80501.5,0.015329209603244716
13731,80550.5,0.012225176245099192,80551.0,0.0122235171425592
13740,80595.5,0.013636370740815983,80596.0,0.01356794813376005
13742,39643.5,0.005618079766816896,39640.5,0.005483539691578509
13746,43023.0,0.009618417169121398,43023.5,0.008351912474531075
13748,80642.5,0.007734109277983017,80642.0,0.007718396644500479
13749,43039.5,0.007974546104066909,43003.5,0.007937078482807077
13751,39585.0,0.0052613881167915206,39584.0,0.005251579298598082
13756,42930.0,0.013964430571032615,80651.5,0.01381576015929996
13757,80647.5,0.011666195317260911,80648.0,0.011652004900550137
13761,42398.5,0.004426331114407088,0.5,0.004182529729276235
13763,80561.5,0.007706287134286647,80561.0,0.007696688136495781
13765,42371.0,0.005277281036371475,42312.0,0.004924822239013409
13771,39717.5,0.0055634559688906016,39717.0,0.005530848941770857
13773,80645.0,0.007158773602774699,80644.5,0.007149212471757835
13775,59472.0,0.004915449416707903,59473.5,0.004884071906379244
13780,39705.0,0.00536893389876586,39704.5,0.005284075060687155
13781,42455.0,0.004497640620432722,59621.5,0.004443479339106369
13785,42442.0,0.008438571828500508,42441.5,0.00802815165890056
13789,39757.5,0.007129212125402828,39758.0,0.007063051830502353
13699,80903.0,0.010146461959084602,59558.5,0.009563573620637908
13700,59519.5,0.006972801083879702,59520.0,0.0069587138814802664
13702,39698.5,0.017109141057800564,39699.0,0.016869928970421538
13706,59487.5,0.009191396554860768,59488.0,0.008882724459698054
13708,39651.0,0.007941374923737395,39651.5,0.007824715747050166
13710,59483.5,0.005197623947528434,59484.0,0.00510432946477926
13711,59498.5,0.005800586643454643,59499.0,0.005702006214562792
13715,39673.5,0.010469137838731919,39674.0,0.010306983999682849
13724,39609.5,0.006656872860201994,39609.0,0.0065636476774467
13725,39650.5,0.004439303857445562,39649.5,0.004421145200827476
13732,39629.5,0.0050995526654325895,39610.5,0.005073605637097046
13733,39624.0,0.004772401853132722,39623.5,0.0047370040505679365
13737,39619.5,0.007007816005153418,39620.0,0.006935309333054592
13738,39623.0,0.007129948062966551,39622.5,0.00703768707488447
13741,39608.0,0.006001484334220119,39607.5,0.005782458687239251
13743,39607.5,0.006458854155811413,39607.0,0.0064476869017715535
13744,39611.5,0.007524718540579148,39611.0,0.007457247782078161
13745,39651.0,0.007142437471530396,39651.5,0.007135415419726925
13755,39584.5,0.004943395051352822,39586.0,0.004924268738931575
13758,39627.5,0.005493527117382293,39628.0,0.005446284381092732
13764,59473.5,0.007926932352618593,59474.0,0.007872216860352697
13766,39638.0,0.006268974912364791,39638.5,0.0062609229122239955
13767,39581.5,0.004742317396539157,39582.0,0.004721184955904684
13769,0.5,0.0042497670341854685,39582.0,0.004184421686355117
13770,39581.5,0.003919608072844235,39582.5,0.003900291749684163
13772,39595.0,0.0034223217441868266,39581.5,0.003334314293337531
13776,59459.5,0.004120055602423853,59459.0,0.004083856516775149
13777,39583.0,0.003539039299431073,39582.0,0.0035089526065728038
13782,39696.5,0.011096671092649354,39696.0,0.011087933246639873
13786,39724.5,0.006253659543972312,39725.0,0.00624110790405184
13695,39667.0,0.012478767261651827,39666.5,0.012284841941805926
13697,39708.0,0.01950477711338145,39707.5,0.017341291432624608
13701,39638.5,0.005683119418328937,39639.0,0.005461455546817207
13707,39622.5,0.005251615420828357,39623.0,0.005231813361979677
13713,39629.5,0.005972855347112849,39630.0,0.00581157411750673
13717,59480.5,0.008311822885848396,59480.0,0.00787744607295563
13718,39738.0,0.009904631322391892,39737.5,0.009699523955738155
